"","Term","Frequence","name"
"28029","depart",5,"JamesMonroe"
"28529","deriv",5,"JamesMonroe"
"35029","elect",5,"JamesMonroe"
"36729","engag",5,"JamesMonroe"
"37231","enlighten",5,"JamesMonroe"
"37429","enter",5,"JamesMonroe"
"38329","establish",5,"JamesMonroe"
"40929","exist",5,"JamesMonroe"
"43230","fail",5,"JamesMonroe"
"48230","free",5,"JamesMonroe"
"50026","give",5,"JamesMonroe"
"57625","individu",5,"JamesMonroe"
"62622","kind",5,"JamesMonroe"
"65922","long",5,"JamesMonroe"
"67420","manner",5,"JamesMonroe"
"67520","manufactur",5,"JamesMonroe"
"68820","men",5,"JamesMonroe"
"75220","opinion",5,"JamesMonroe"
"78918","perfect",5,"JamesMonroe"
"81019","point",5,"JamesMonroe"
"81715","portion",5,"JamesMonroe"
"82218","practic",5,"JamesMonroe"
"82515","preced",5,"JamesMonroe"
"84815","product",5,"JamesMonroe"
"88811","reason",5,"JamesMonroe"
"100210","situat",5,"JamesMonroe"
"101410","soon",5,"JamesMonroe"
"103510","still",5,"JamesMonroe"
"10785","termin",5,"JamesMonroe"
"11075","treati",5,"JamesMonroe"
"11531","view",5,"JamesMonroe"
"11561","virtu",5,"JamesMonroe"
"11871","work",5,"JamesMonroe"
"20137","adequ",6,"JamesMonroe"
"24137","administr",6,"JamesMonroe"
"10260","attent",6,"JamesMonroe"
"10448","augment",6,"JamesMonroe"
"14729","call",6,"JamesMonroe"
"17929","claim",6,"JamesMonroe"
"21140","condit",6,"JamesMonroe"
"21330","confid",6,"JamesMonroe"
"21729","connect",6,"JamesMonroe"
"23138","contest",6,"JamesMonroe"
"34829","either",6,"JamesMonroe"
"38137","especi",6,"JamesMonroe"
"39529","exampl",6,"JamesMonroe"
"43329","fair",6,"JamesMonroe"
"45028","find",6,"JamesMonroe"
"47428","fortif",6,"JamesMonroe"
"50626","good",6,"JamesMonroe"
"57132","independ",6,"JamesMonroe"
"60525","intern",6,"JamesMonroe"
"63129","land",6,"JamesMonroe"
"65224","like",6,"JamesMonroe"
"67022","make",6,"JamesMonroe"
"71024","must",6,"JamesMonroe"
"72320","neutral",6,"JamesMonroe"
"72419","never",6,"JamesMonroe"
"73222","now",6,"JamesMonroe"
"74619","offic",6,"JamesMonroe"
"75618","order",6,"JamesMonroe"
"78618","peculiar",6,"JamesMonroe"
"79416","perman",6,"JamesMonroe"
"81218","polici",6,"JamesMonroe"
"85120","progress",6,"JamesMonroe"
"85413","promot",6,"JamesMonroe"
"85913","properti",6,"JamesMonroe"
"86612","provid",6,"JamesMonroe"
"92610","requir",6,"JamesMonroe"
"102410","spirit",6,"JamesMonroe"
"10376","strength",6,"JamesMonroe"
"10455","success",6,"JamesMonroe"
"108210","therefor",6,"JamesMonroe"
"10875","thus",6,"JamesMonroe"
"11481","vast",6,"JamesMonroe"
"36137","affect",7,"JamesMonroe"
"43135","aid",7,"JamesMonroe"
"18529","coast",7,"JamesMonroe"
"21232","conduct",7,"JamesMonroe"
"23329","continu",7,"JamesMonroe"
"29929","differ",7,"JamesMonroe"
"38231","essenti",7,"JamesMonroe"
"43428","faith",7,"JamesMonroe"
"47828","found",7,"JamesMonroe"
"48826","full",7,"JamesMonroe"
"54133","honor",7,"JamesMonroe"
"65422","limit",7,"JamesMonroe"
"85713","proof",7,"JamesMonroe"
"85813","proper",7,"JamesMonroe"
"87512","put",7,"JamesMonroe"
"90811","relat",7,"JamesMonroe"
"9477","river",7,"JamesMonroe"
"9886","sever",7,"JamesMonroe"
"10675","system",7,"JamesMonroe"
"10795","territori",7,"JamesMonroe"
"11771","whose",7,"JamesMonroe"
"17529","circumst",8,"JamesMonroe"
"20329","complet",8,"JamesMonroe"
"22729","constitut",8,"JamesMonroe"
"27029","defens",8,"JamesMonroe"
"37029","enjoy",8,"JamesMonroe"
"38729","event",8,"JamesMonroe"
"41529","experi",8,"JamesMonroe"
"42428","extend",8,"JamesMonroe"
"46928","form",8,"JamesMonroe"
"53626","highest",8,"JamesMonroe"
"56425","improv",8,"JamesMonroe"
"61327","invas",8,"JamesMonroe"
"63522","late",8,"JamesMonroe"
"63822","law",8,"JamesMonroe"
"69319","might",8,"JamesMonroe"
"75019","one",8,"JamesMonroe"
"82915","prepar",8,"JamesMonroe"
"83121","present",8,"JamesMonroe"
"86313","prosper",8,"JamesMonroe"
"93114","resourc",8,"JamesMonroe"
"9996","sinc",8,"JamesMonroe"
"101810","sovereignti",8,"JamesMonroe"
"10775","term",8,"JamesMonroe"
"111310","trust",8,"JamesMonroe"
"19029","commenc",9,"JamesMonroe"
"27429","degre",9,"JamesMonroe"
"52228","happi",9,"JamesMonroe"
"66822","maintain",9,"JamesMonroe"
"68321","measur",9,"JamesMonroe"
"84715","produc",9,"JamesMonroe"
"11681","well",9,"JamesMonroe"
"31141","advantag",10,"JamesMonroe"
"53134","alway",10,"JamesMonroe"
"15029","can",10,"JamesMonroe"
"16137","caus",10,"JamesMonroe"
"25829","danger",10,"JamesMonroe"
"28138","depend",10,"JamesMonroe"
"34329","effect",10,"JamesMonroe"
"40329","execut",10,"JamesMonroe"
"42628","extent",10,"JamesMonroe"
"64422","less",10,"JamesMonroe"
"67321","mani",10,"JamesMonroe"
"70819","much",10,"JamesMonroe"
"71420","naval",10,"JamesMonroe"
"71919","necessari",10,"JamesMonroe"
"83218","preserv",10,"JamesMonroe"
"9697","secur",10,"JamesMonroe"
"10575","support",10,"JamesMonroe"
"11851","within",10,"JamesMonroe"
"11861","without",10,"JamesMonroe"
"37137","afford",11,"JamesMonroe"
"12529","best",11,"JamesMonroe"
"44028","favor",11,"JamesMonroe"
"73519","object",11,"JamesMonroe"
"80416","place",11,"JamesMonroe"
"9407","revenu",11,"JamesMonroe"
"86412","protect",12,"JamesMonroe"
"93211","respect",12,"JamesMonroe"
"9896","shall",12,"JamesMonroe"
"11751","whole",12,"JamesMonroe"
"11901","year",12,"JamesMonroe"
"46728","foreign",13,"JamesMonroe"
"77221","part",13,"JamesMonroe"
"86911","public",13,"JamesMonroe"
"87214","purpos",13,"JamesMonroe"
"94510","right",13,"JamesMonroe"
"10895","time",13,"JamesMonroe"
"19137","commerc",14,"JamesMonroe"
"53526","high",14,"JamesMonroe"
"77319","parti",14,"JamesMonroe"
"33529","duti",15,"JamesMonroe"
"62226","just",15,"JamesMonroe"
"84316","principl",15,"JamesMonroe"
"11248","union",15,"JamesMonroe"
"44528","fellow",16,"JamesMonroe"
"78518","peac",16,"JamesMonroe"
"55926","import",17,"JamesMonroe"
"60227","interest",18,"JamesMonroe"
"24329","countri",19,"JamesMonroe"
"37729","equal",19,"JamesMonroe"
"46628","forc",19,"JamesMonroe"
"66522","made",20,"JamesMonroe"
"68126","may",25,"JamesMonroe"
"78818","peopl",26,"JamesMonroe"
"38929","everi",27,"JamesMonroe"
"17729","citizen",29,"JamesMonroe"
"11255","unit",29,"JamesMonroe"
"82123","power",31,"JamesMonroe"
"116110","war",31,"JamesMonroe"
"71223","nation",32,"JamesMonroe"
"11781","will",38,"JamesMonroe"
"50726","govern",40,"JamesMonroe"
"51427","great",50,"JamesMonroe"
"103114","state",56,"JamesMonroe"
"21008","abil",1,"JamesMonroe"
"41007","abroad",1,"JamesMonroe"
"61006","accept",1,"JamesMonroe"
"71005","access",1,"JamesMonroe"
"81004","accommod",1,"JamesMonroe"
"11169","account",1,"JamesMonroe"
"12140","acknowledg",1,"JamesMonroe"
"13138","acquisit",1,"JamesMonroe"
"15138","action",1,"JamesMonroe"
"16138","activ",1,"JamesMonroe"
"21141","adher",1,"JamesMonroe"
"22139","adjust",1,"JamesMonroe"
"23139","administ",1,"JamesMonroe"
"25138","admir",1,"JamesMonroe"
"28139","admonit",1,"JamesMonroe"
"32140","adventur",1,"JamesMonroe"
"33138","advers",1,"JamesMonroe"
"34138","advert",1,"JamesMonroe"
"35138","advis",1,"JamesMonroe"
"38138","agent",1,"JamesMonroe"
"39139","agit",1,"JamesMonroe"
"40138","ago",1,"JamesMonroe"
"41141","agreement",1,"JamesMonroe"
"47136","alon",1,"JamesMonroe"
"49135","aloof",1,"JamesMonroe"
"54134","amelia",1,"JamesMonroe"
"56135","american",1,"JamesMonroe"
"60133","ampli",1,"JamesMonroe"
"62133","announc",1,"JamesMonroe"
"66129","anxieti",1,"JamesMonroe"
"67129","anxious",1,"JamesMonroe"
"68127","anyon",1,"JamesMonroe"
"71130","appli",1,"JamesMonroe"
"72128","applic",1,"JamesMonroe"
"73126","appreci",1,"JamesMonroe"
"74127","apprehend",1,"JamesMonroe"
"76126","approb",1,"JamesMonroe"
"77125","ardent",1,"JamesMonroe"
"78125","argument",1,"JamesMonroe"
"79124","aris",1,"JamesMonroe"
"84122","art",1,"JamesMonroe"
"86108","ascend",1,"JamesMonroe"
"87106","ascertain",1,"JamesMonroe"
"88106","ask",1,"JamesMonroe"
"89104","aspect",1,"JamesMonroe"
"90103","assembl",1,"JamesMonroe"
"91109","assist",1,"JamesMonroe"
"9290","assum",1,"JamesMonroe"
"9370","astonish",1,"JamesMonroe"
"9470","astray",1,"JamesMonroe"
"9670","atroci",1,"JamesMonroe"
"9778","attach",1,"JamesMonroe"
"10060","attempt",1,"JamesMonroe"
"10548","auspic",1,"JamesMonroe"
"10747","auxiliari",1,"JamesMonroe"
"10847","avert",1,"JamesMonroe"
"10947","await",1,"JamesMonroe"
"11056","back",1,"JamesMonroe"
"11249","barbari",1,"JamesMonroe"
"11630","becam",1,"JamesMonroe"
"12030","benefactor",1,"JamesMonroe"
"12141","benefic",1,"JamesMonroe"
"12232","benefit",1,"JamesMonroe"
"12330","benign",1,"JamesMonroe"
"12430","besid",1,"JamesMonroe"
"12830","bind",1,"JamesMonroe"
"13030","board",1,"JamesMonroe"
"13231","bosom",1,"JamesMonroe"
"13530","break",1,"JamesMonroe"
"13630","brethren",1,"JamesMonroe"
"13930","britann",1,"JamesMonroe"
"14231","buccan",1,"JamesMonroe"
"14830","came",1,"JamesMonroe"
"15139","canal",1,"JamesMonroe"
"15331","capabl",1,"JamesMonroe"
"15830","carrier",1,"JamesMonroe"
"16030","casualti",1,"JamesMonroe"
"16430","censur",1,"JamesMonroe"
"16830","character",1,"JamesMonroe"
"16930","charg",1,"JamesMonroe"
"17030","check",1,"JamesMonroe"
"17331","children",1,"JamesMonroe"
"17430","choos",1,"JamesMonroe"
"18030","clear",1,"JamesMonroe"
"18138","climat",1,"JamesMonroe"
"18232","cling",1,"JamesMonroe"
"18330","close",1,"JamesMonroe"
"18430","closest",1,"JamesMonroe"
"18830","comfort",1,"JamesMonroe"
"19232","commerci",1,"JamesMonroe"
"19330","commission",1,"JamesMonroe"
"19830","compact",1,"JamesMonroe"
"19930","compar",1,"JamesMonroe"
"20232","competit",1,"JamesMonroe"
"20430","comport",1,"JamesMonroe"
"20530","compris",1,"JamesMonroe"
"20730","concili",1,"JamesMonroe"
"21034","condemn",1,"JamesMonroe"
"21431","confin",1,"JamesMonroe"
"22331","consol",1,"JamesMonroe"
"23232","contin",1,"JamesMonroe"
"23530","conveni",1,"JamesMonroe"
"23630","convent",1,"JamesMonroe"
"23730","convuls",1,"JamesMonroe"
"24030","corrupt",1,"JamesMonroe"
"24138","cort",1,"JamesMonroe"
"24232","counti",1,"JamesMonroe"
"24530","cover",1,"JamesMonroe"
"24630","creation",1,"JamesMonroe"
"24730","credit",1,"JamesMonroe"
"24930","crimin",1,"JamesMonroe"
"25030","crisi",1,"JamesMonroe"
"25232","crush",1,"JamesMonroe"
"25330","culprit",1,"JamesMonroe"
"25530","cure",1,"JamesMonroe"
"25630","current",1,"JamesMonroe"
"25730","daili",1,"JamesMonroe"
"25930","date",1,"JamesMonroe"
"26030","day",1,"JamesMonroe"
"26138","dear",1,"JamesMonroe"
"26232","death",1,"JamesMonroe"
"26330","debas",1,"JamesMonroe"
"26830","default",1,"JamesMonroe"
"27330","degener",1,"JamesMonroe"
"27630","demolish",1,"JamesMonroe"
"27730","demonstr",1,"JamesMonroe"
"27830","demor",1,"JamesMonroe"
"27930","dens",1,"JamesMonroe"
"28231","depositari",1,"JamesMonroe"
"28430","depriv",1,"JamesMonroe"
"28730","deserv",1,"JamesMonroe"
"28930","destini",1,"JamesMonroe"
"29030","destitut",1,"JamesMonroe"
"29138","destroy",1,"JamesMonroe"
"29330","detail",1,"JamesMonroe"
"29430","detain",1,"JamesMonroe"
"29530","devast",1,"JamesMonroe"
"29630","develop",1,"JamesMonroe"
"29730","devot",1,"JamesMonroe"
"30138","digest",1,"JamesMonroe"
"30232","digniti",1,"JamesMonroe"
"30930","disord",1,"JamesMonroe"
"31034","dispens",1,"JamesMonroe"
"31232","dispos",1,"JamesMonroe"
"31331","disposit",1,"JamesMonroe"
"31431","disput",1,"JamesMonroe"
"31530","disregard",1,"JamesMonroe"
"32030","distress",1,"JamesMonroe"
"32141","divin",1,"JamesMonroe"
"32232","divis",1,"JamesMonroe"
"32330","domain",1,"JamesMonroe"
"32830","draw",1,"JamesMonroe"
"32930","drawn",1,"JamesMonroe"
"33430","durat",1,"JamesMonroe"
"33830","easi",1,"JamesMonroe"
"33930","easili",1,"JamesMonroe"
"34030","eastern",1,"JamesMonroe"
"34430","effectu",1,"JamesMonroe"
"34730","eight",1,"JamesMonroe"
"34930","elaps",1,"JamesMonroe"
"35139","element",1,"JamesMonroe"
"35232","elsewher",1,"JamesMonroe"
"35530","emot",1,"JamesMonroe"
"35730","employ",1,"JamesMonroe"
"35930","encount",1,"JamesMonroe"
"36138","end",1,"JamesMonroe"
"36232","endear",1,"JamesMonroe"
"36530","energi",1,"JamesMonroe"
"36630","enforc",1,"JamesMonroe"
"37330","ensu",1,"JamesMonroe"
"37530","entertain",1,"JamesMonroe"
"37630","entitl",1,"JamesMonroe"
"37830","equip",1,"JamesMonroe"
"37930","equival",1,"JamesMonroe"
"38030","error",1,"JamesMonroe"
"39140","evil",1,"JamesMonroe"
"39330","exalt",1,"JamesMonroe"
"39430","examin",1,"JamesMonroe"
"39630","exceed",1,"JamesMonroe"
"39930","exchang",1,"JamesMonroe"
"40139","excit",1,"JamesMonroe"
"40232","exclus",1,"JamesMonroe"
"40430","exercis",1,"JamesMonroe"
"40630","exhaust",1,"JamesMonroe"
"41034","expand",1,"JamesMonroe"
"41232","expedi",1,"JamesMonroe"
"41331","expenditur",1,"JamesMonroe"
"41929","explan",1,"JamesMonroe"
"42029","exploit",1,"JamesMonroe"
"42529","extens",1,"JamesMonroe"
"42729","extenu",1,"JamesMonroe"
"43029","facilit",1,"JamesMonroe"
"43136","faculti",1,"JamesMonroe"
"43529","fall",1,"JamesMonroe"
"43629","fallen",1,"JamesMonroe"
"43729","famili",1,"JamesMonroe"
"43929","father",1,"JamesMonroe"
"44136","featur",1,"JamesMonroe"
"44429","felicit",1,"JamesMonroe"
"44729","fertil",1,"JamesMonroe"
"45136","finish",1,"JamesMonroe"
"45231","firm",1,"JamesMonroe"
"45429","fish",1,"JamesMonroe"
"45629","five",1,"JamesMonroe"
"45729","fix",1,"JamesMonroe"
"45829","flame",1,"JamesMonroe"
"45929","flatter",1,"JamesMonroe"
"46231","foe",1,"JamesMonroe"
"46529","forbid",1,"JamesMonroe"
"46829","forese",1,"JamesMonroe"
"47137","formid",1,"JamesMonroe"
"47231","forthwith",1,"JamesMonroe"
"47529","fortifi",1,"JamesMonroe"
"47929","four",1,"JamesMonroe"
"48029","franc",1,"JamesMonroe"
"48136","fraught",1,"JamesMonroe"
"48330","friend",1,"JamesMonroe"
"48529","front",1,"JamesMonroe"
"48727","fruit",1,"JamesMonroe"
"48927","fullest",1,"JamesMonroe"
"49027","fulli",1,"JamesMonroe"
"49136","function",1,"JamesMonroe"
"49229","fund",1,"JamesMonroe"
"49527","garrison",1,"JamesMonroe"
"49827","ghent",1,"JamesMonroe"
"49927","gigant",1,"JamesMonroe"
"50134","given",1,"JamesMonroe"
"50229","globe",1,"JamesMonroe"
"50328","glori",1,"JamesMonroe"
"50427","god",1,"JamesMonroe"
"50527","gone",1,"JamesMonroe"
"50927","grand",1,"JamesMonroe"
"51031","grant",1,"JamesMonroe"
"51230","gratif",1,"JamesMonroe"
"51627","greatest",1,"JamesMonroe"
"51727","growth",1,"JamesMonroe"
"51927","guardian",1,"JamesMonroe"
"52328","happier",1,"JamesMonroe"
"52427","happiest",1,"JamesMonroe"
"52627","harbor",1,"JamesMonroe"
"52827","health",1,"JamesMonroe"
"52927","heart",1,"JamesMonroe"
"53027","held",1,"JamesMonroe"
"53327","heroic",1,"JamesMonroe"
"53427","hesit",1,"JamesMonroe"
"53727","histori",1,"JamesMonroe"
"54027","honest",1,"JamesMonroe"
"54229","hope",1,"JamesMonroe"
"54328","hostil",1,"JamesMonroe"
"54427","howev",1,"JamesMonroe"
"54627","humbl",1,"JamesMonroe"
"54727","husbandri",1,"JamesMonroe"
"54827","identifi",1,"JamesMonroe"
"55027","illeg",1,"JamesMonroe"
"55134","illustr",1,"JamesMonroe"
"55229","illustri",1,"JamesMonroe"
"55427","immens",1,"JamesMonroe"
"55527","immin",1,"JamesMonroe"
"55727","imparti",1,"JamesMonroe"
"55827","implement",1,"JamesMonroe"
"56136","imposs",1,"JamesMonroe"
"56228","impost",1,"JamesMonroe"
"56326","impress",1,"JamesMonroe"
"56526","incap",1,"JamesMonroe"
"56626","incapac",1,"JamesMonroe"
"57026","incur",1,"JamesMonroe"
"57228","indi",1,"JamesMonroe"
"57426","indic",1,"JamesMonroe"
"57526","indispens",1,"JamesMonroe"
"57726","induc",1,"JamesMonroe"
"58026","inevit",1,"JamesMonroe"
"58133","inexhaust",1,"JamesMonroe"
"58228","infant",1,"JamesMonroe"
"58327","inflict",1,"JamesMonroe"
"58526","infus",1,"JamesMonroe"
"58626","inhabit",1,"JamesMonroe"
"58926","injustic",1,"JamesMonroe"
"59133","inlet",1,"JamesMonroe"
"59228","insepar",1,"JamesMonroe"
"59426","instead",1,"JamesMonroe"
"59826","insult",1,"JamesMonroe"
"60134","intercours",1,"JamesMonroe"
"60626","interpret",1,"JamesMonroe"
"60726","intersect",1,"JamesMonroe"
"60826","interven",1,"JamesMonroe"
"60926","intim",1,"JamesMonroe"
"61030","intrust",1,"JamesMonroe"
"61138","invad",1,"JamesMonroe"
"61228","invari",1,"JamesMonroe"
"61427","invit",1,"JamesMonroe"
"61526","involv",1,"JamesMonroe"
"61626","island",1,"JamesMonroe"
"61726","joy",1,"JamesMonroe"
"61826","judg",1,"JamesMonroe"
"62024","judici",1,"JamesMonroe"
"62134","juli",1,"JamesMonroe"
"62423","keep",1,"JamesMonroe"
"62523","kept",1,"JamesMonroe"
"63226","larg",1,"JamesMonroe"
"63324","largest",1,"JamesMonroe"
"63623","latitud",1,"JamesMonroe"
"63723","latter",1,"JamesMonroe"
"63923","least",1,"JamesMonroe"
"64023","leav",1,"JamesMonroe"
"64129","led",1,"JamesMonroe"
"64823","lie",1,"JamesMonroe"
"64923","lieu",1,"JamesMonroe"
"65324","likewis",1,"JamesMonroe"
"65523","line",1,"JamesMonroe"
"66130","lose",1,"JamesMonroe"
"66226","loss",1,"JamesMonroe"
"66324","louisiana",1,"JamesMonroe"
"66423","love",1,"JamesMonroe"
"66623","magistr",1,"JamesMonroe"
"66723","magnanim",1,"JamesMonroe"
"66923","majesti",1,"JamesMonroe"
"67130","manag",1,"JamesMonroe"
"67224","manhood",1,"JamesMonroe"
"67621","maritim",1,"JamesMonroe"
"67721","mark",1,"JamesMonroe"
"68021","matur",1,"JamesMonroe"
"68421","mediterranean",1,"JamesMonroe"
"68621","member",1,"JamesMonroe"
"68721","memori",1,"JamesMonroe"
"69127","meritori",1,"JamesMonroe"
"69223","mexico",1,"JamesMonroe"
"69420","mild",1,"JamesMonroe"
"69820","mitig",1,"JamesMonroe"
"69920","mode",1,"JamesMonroe"
"70126","modern",1,"JamesMonroe"
"70223","modifi",1,"JamesMonroe"
"70420","month",1,"JamesMonroe"
"70520","motion",1,"JamesMonroe"
"70620","motiv",1,"JamesMonroe"
"70920","munit",1,"JamesMonroe"
"71131","name",1,"JamesMonroe"
"71820","necess",1,"JamesMonroe"
"72620","next",1,"JamesMonroe"
"72720","nobil",1,"JamesMonroe"
"72920","north",1,"JamesMonroe"
"73127","nourish",1,"JamesMonroe"
"73321","number",1,"JamesMonroe"
"73420","nurseri",1,"JamesMonroe"
"73620","oblig",1,"JamesMonroe"
"73720","observ",1,"JamesMonroe"
"73820","obtain",1,"JamesMonroe"
"74020","occas",1,"JamesMonroe"
"74128","occur",1,"JamesMonroe"
"74420","octob",1,"JamesMonroe"
"74520","offer",1,"JamesMonroe"
"74720","offici",1,"JamesMonroe"
"74820","often",1,"JamesMonroe"
"74920","old",1,"JamesMonroe"
"75320","opportun",1,"JamesMonroe"
"75419","opposit",1,"JamesMonroe"
"75919","ornament",1,"JamesMonroe"
"76019","other",1,"JamesMonroe"
"76127","outlet",1,"JamesMonroe"
"76222","outlin",1,"JamesMonroe"
"76319","outset",1,"JamesMonroe"
"76419","overset",1,"JamesMonroe"
"76519","overthrow",1,"JamesMonroe"
"76619","overwhelm",1,"JamesMonroe"
"76819","paid",1,"JamesMonroe"
"77019","parent",1,"JamesMonroe"
"77126","pari",1,"JamesMonroe"
"77419","particip",1,"JamesMonroe"
"77619","partit",1,"JamesMonroe"
"77819","passag",1,"JamesMonroe"
"77919","past",1,"JamesMonroe"
"78019","path",1,"JamesMonroe"
"78222","patron",1,"JamesMonroe"
"78320","pave",1,"JamesMonroe"
"78419","payment",1,"JamesMonroe"
"78719","penetr",1,"JamesMonroe"
"79219","peril",1,"JamesMonroe"
"79617","perpetu",1,"JamesMonroe"
"79717","persev",1,"JamesMonroe"
"80017","pervad",1,"JamesMonroe"
"80220","piraci",1,"JamesMonroe"
"80317","pirat",1,"JamesMonroe"
"80717","pleasur",1,"JamesMonroe"
"80817","pledg",1,"JamesMonroe"
"80917","plung",1,"JamesMonroe"
"81126","polic",1,"JamesMonroe"
"81318","polit",1,"JamesMonroe"
"81516","populac",1,"JamesMonroe"
"82016","poster",1,"JamesMonroe"
"82416","precari",1,"JamesMonroe"
"82716","preemin",1,"JamesMonroe"
"82816","prefer",1,"JamesMonroe"
"83016","presag",1,"JamesMonroe"
"83317","pressur",1,"JamesMonroe"
"83516","presumpt",1,"JamesMonroe"
"83716","prevail",1,"JamesMonroe"
"83916","prey",1,"JamesMonroe"
"84123","pride",1,"JamesMonroe"
"84416","privileg",1,"JamesMonroe"
"84516","probabl",1,"JamesMonroe"
"84916","profit",1,"JamesMonroe"
"85016","profound",1,"JamesMonroe"
"85217","prohibit",1,"JamesMonroe"
"85315","promin",1,"JamesMonroe"
"85514","prompt",1,"JamesMonroe"
"85614","promptitud",1,"JamesMonroe"
"86014","proport",1,"JamesMonroe"
"86118","propos",1,"JamesMonroe"
"86215","prospect",1,"JamesMonroe"
"86513","proud",1,"JamesMonroe"
"86713","provinc",1,"JamesMonroe"
"87118","purchas",1,"JamesMonroe"
"87314","purs",1,"JamesMonroe"
"87912","rank",1,"JamesMonroe"
"88012","rapid",1,"JamesMonroe"
"88215","ratif",1,"JamesMonroe"
"88314","ratifi",1,"JamesMonroe"
"88513","real",1,"JamesMonroe"
"88613","realiz",1,"JamesMonroe"
"88712","rear",1,"JamesMonroe"
"89012","recent",1,"JamesMonroe"
"89118","reciproc",1,"JamesMonroe"
"89215","recit",1,"JamesMonroe"
"89314","recogn",1,"JamesMonroe"
"89612","recompens",1,"JamesMonroe"
"89712","recours",1,"JamesMonroe"
"89812","recur",1,"JamesMonroe"
"90011","red",1,"JamesMonroe"
"90117","redress",1,"JamesMonroe"
"90214","reduc",1,"JamesMonroe"
"90313","reelect",1,"JamesMonroe"
"90912","relax",1,"JamesMonroe"
"91117","relianc",1,"JamesMonroe"
"91215","relief",1,"JamesMonroe"
"91314","reliev",1,"JamesMonroe"
"91512","remark",1,"JamesMonroe"
"91712","remot",1,"JamesMonroe"
"91912","repair",1,"JamesMonroe"
"92116","repel",1,"JamesMonroe"
"92212","report",1,"JamesMonroe"
"92412","republ",1,"JamesMonroe"
"92512","republican",1,"JamesMonroe"
"92810","resist",1,"JamesMonroe"
"9298","resolv",1,"JamesMonroe"
"93411","restrain",1,"JamesMonroe"
"93511","restraint",1,"JamesMonroe"
"9388","retard",1,"JamesMonroe"
"94115","review",1,"JamesMonroe"
"94212","reviv",1,"JamesMonroe"
"94411","reward",1,"JamesMonroe"
"94611","rigor",1,"JamesMonroe"
"9488","road",1,"JamesMonroe"
"9498","rose",1,"JamesMonroe"
"95115","rule",1,"JamesMonroe"
"95311","sacrific",1,"JamesMonroe"
"95411","safe",1,"JamesMonroe"
"95511","safeti",1,"JamesMonroe"
"95611","said",1,"JamesMonroe"
"9578","sail",1,"JamesMonroe"
"9588","salutari",1,"JamesMonroe"
"96511","scienc",1,"JamesMonroe"
"9678","seamen",1,"JamesMonroe"
"9688","season",1,"JamesMonroe"
"97115","seek",1,"JamesMonroe"
"97411","seldom",1,"JamesMonroe"
"97611","send",1,"JamesMonroe"
"9779","sens",1,"JamesMonroe"
"9788","sensibl",1,"JamesMonroe"
"9808","separ",1,"JamesMonroe"
"98212","serv",1,"JamesMonroe"
"98411","session",1,"JamesMonroe"
"9877","seven",1,"JamesMonroe"
"9907","shed",1,"JamesMonroe"
"99311","shorten",1,"JamesMonroe"
"99510","shrink",1,"JamesMonroe"
"9977","shut",1,"JamesMonroe"
"10007","sincer",1,"JamesMonroe"
"100311","six",1,"JamesMonroe"
"100411","size",1,"JamesMonroe"
"100511","slave",1,"JamesMonroe"
"10067","slightest",1,"JamesMonroe"
"10077","slow",1,"JamesMonroe"
"10087","small",1,"JamesMonroe"
"10097","social",1,"JamesMonroe"
"101011","societi",1,"JamesMonroe"
"101211","solac",1,"JamesMonroe"
"101311","solemn",1,"JamesMonroe"
"101711","south",1,"JamesMonroe"
"10207","speak",1,"JamesMonroe"
"102211","speedi",1,"JamesMonroe"
"102311","sphere",1,"JamesMonroe"
"102510","spoliat",1,"JamesMonroe"
"10267","spread",1,"JamesMonroe"
"10277","squadron",1,"JamesMonroe"
"10287","stabil",1,"JamesMonroe"
"10297","stage",1,"JamesMonroe"
"10307","stand",1,"JamesMonroe"
"10397","strictest",1,"JamesMonroe"
"104112","struggl",1,"JamesMonroe"
"104311","substanti",1,"JamesMonroe"
"10449","succeed",1,"JamesMonroe"
"10466","successor",1,"JamesMonroe"
"10476","sudden",1,"JamesMonroe"
"105111","suggest",1,"JamesMonroe"
"105211","suitabl",1,"JamesMonroe"
"105311","sum",1,"JamesMonroe"
"10549","summer",1,"JamesMonroe"
"10556","superior",1,"JamesMonroe"
"10586","suppress",1,"JamesMonroe"
"10596","suprem",1,"JamesMonroe"
"10606","sure",1,"JamesMonroe"
"106311","suscept",1,"JamesMonroe"
"10656","susten",1,"JamesMonroe"
"10666","sworn",1,"JamesMonroe"
"10686","systemat",1,"JamesMonroe"
"10705","taken",1,"JamesMonroe"
"107311","taxat",1,"JamesMonroe"
"10748","temper",1,"JamesMonroe"
"10756","temporari",1,"JamesMonroe"
"10766","ten",1,"JamesMonroe"
"10805","test",1,"JamesMonroe"
"108111","therebi",1,"JamesMonroe"
"108311","thirti",1,"JamesMonroe"
"10866","thousand",1,"JamesMonroe"
"10886","tie",1,"JamesMonroe"
"10905","titl",1,"JamesMonroe"
"109211","tone",1,"JamesMonroe"
"10948","total",1,"JamesMonroe"
"10956","touch",1,"JamesMonroe"
"10966","toward",1,"JamesMonroe"
"10996","train",1,"JamesMonroe"
"110011","transact",1,"JamesMonroe"
"110113","transcend",1,"JamesMonroe"
"110311","transitori",1,"JamesMonroe"
"110411","treason",1,"JamesMonroe"
"11066","treat",1,"JamesMonroe"
"111011","tribun",1,"JamesMonroe"
